artefato_id,arquivo,versao,data,status,substitui,alteracao_resumida,responsavel,hash_sha256
MDN-RPP01-JUR-001,MDN-RPP01-JUR-001-V0.1.md,0.1,2026-07-16,vigente_interno,,Dossiê restrito de autoria confidencialidade e rastreabilidade criado,Diego da Silva,18afd72708b85907ad81d5c3edc507a6747e202394a54f68dcddfae3f15deb9c
MDN-RPP01-COM-001,MDN-RPP01-COM-001-V0.1.md,0.1,2026-07-16,rascunho_bloqueado,,Minuta pública de posicionamento criada sem autorização de circulação,Diego da Silva,bb7f7df97b56435284170d0ce7b3e5dab69b69be41bec4278a6731005b9d1ccc
MDN-RPP01-AUD-001,MDN-RPP01-AUD-001-V0.1.md,0.1,2026-07-16,vigente_interno,,Revisão crítica e matriz de conformidade dos documentos recebidos,Diego da Silva,6e8ffed18ae001d4c585df474196e4d0d0c43d511156f125c46eacf914db4d0d
MDN-RPP01-SAN-001,MDN-RPP01-SAN-001-V0.1.md,0.1,2026-07-16,vigente_interno,,Relatório histórico de sanitização validado e reenquadrado,Diego da Silva,8e346517e9950b2519fb190ad927cf55f61446a660c7fce64a4bc2ff81919c01
MDN-RPP01-TEC-001,MDN-RPP01-TEC-001-V0.1.md,0.1,2026-07-16,vigente_interno,,Consolidação técnica corrigida e alinhada à MDN-RPP01,Diego da Silva,2891d5e53e5d33ad823224988c243d2b38870e29a0643f62e3391cdd8b1b2035
MDN-RPP01-UXA-001,MDN-RPP01-UXA-001-V0.1.md,0.1,2026-07-16,vigente_interno,,Auditoria crítica do mockup manual visual e estratégia de interface,Diego da Silva,bed109fa1ce5e0d4b3182989f13b7f0ac3fd1dfc3140f3027722656e22352000
MDN-RPP01-UX-001,MDN-RPP01-UX-001-V0.1.md,0.1,2026-07-16,vigente_interno_bloqueado,,Especificação controlada do futuro painel público criada,Diego da Silva,d646907cc350c61843187bbfebd69f7dda0fcbd3893d1a28e387f233514d0d4c
MDN-RPP01-VER-001,../09_versoes_substituidas/MDN-RPP01-VER-001-V0.1.csv,0.1,2026-07-16,substituida,,Índice inicial preservado,responsavel_do_projeto,76cd768624f3fe21600eabe89ea89d405f5e0d5a8adffaf91c760f906595998c
MDN-RPP01-VER-001,../09_versoes_substituidas/MDN-RPP01-VER-001-V0.2.csv,0.2,2026-07-16,substituida,MDN-RPP01-VER-001-V0.1,Índice anterior à auditoria dos anexos preservado,Diego da Silva,a21f987d3a2be8a854c7153da9bf45b7e3e9ea9326c0bb6ac1bea3ada071a47d
MDN-RPP01-VER-001,../09_versoes_substituidas/MDN-RPP01-VER-001-V0.3.csv,0.3,2026-07-16,substituida,MDN-RPP01-VER-001-V0.2,Índice anterior à revisão de UX UI preservado,Diego da Silva,f7e7beb5d7d6a852f9d8a5a300ae3fabaa7deabab372bc41181d0c215f3ea52a
